"";"Gen_1";"Gen_2";"Gen_3";"Gen_4";"Gen_5";"Gen_6";"Gen_7";"Gen_8";"Gen_9";"Gen_10";"Gen_11";"Gen_12";"Gen_13";"Gen_14";"Gen_15";"Gen_16";"Gen_17";"Gen_18";"Gen_19";"Gen_20";"Gen_21";"Gen_22";"Gen_23";"Gen_24";"Gen_25";"Gen_26";"Gen_27";"Gen_28";"Gen_29";"Gen_30";"Gen_31";"Gen_32";"Gen_33";"Gen_34";"Gen_35";"Gen_36";"Gen_37";"Gen_38";"Gen_39";"Gen_40";"Gen_41";"Gen_42";"Gen_43";"Gen_44";"Gen_45";"Gen_46";"Gen_47";"Gen_48";"Gen_49";"Gen_50"
"mostra203";4,44;23,16;53,79;38,79;23,12;47,55;0;34,27;2,67;6,03;1,84;36,08;2,74;61,19;1,8;37,17;46,19;55,99;26,91;5,31;5,46;46,18;7,84;2,32;18,54;6,44;0,68;18,69;0,28;46,91;60,03;46,78;42,93;7,48;22,25;19,28;19,73;70,99;39,89;4,45;69,41;55,83;6,03;28,78;0,66;2,67;40,83;0;10,59;0
"mostra204";0,65;10,03;69,88;49,88;21,55;38,4;0;12,12;3,46;6,19;13,06;11,09;35,76;65,07;69,9;1,93;45,07;49,78;17,26;18,74;17,14;51,27;65,63;0,25;8,25;10,73;14,51;22,82;3,18;45,31;57,12;45,27;39,29;4,6;8,24;1,32;24,71;69,78;42,68;27,38;30,34;45,95;65,67;7,73;45,66;57,49;25,95;0;13,42;0
"mostra205";5,98;1,81;50,95;50,95;45,53;54;0;2,51;7,67;16,79;9,3;11,99;2,41;47,55;83,34;9,53;47,55;48,69;15,63;23,11;22,46;46,15;10,33;62,15;6,24;1,79;1,91;11,21;21,82;51,59;48,91;54,95;50,71;45,07;4,81;5,92;21,27;48,69;44,38;4,38;15,15;45,03;24,39;4,9;24,46;51,93;45,03;0;8,93;0
"mostra206";7,84;16,69;61,34;56,34;25,63;54,52;0;21,52;2,73;3,45;8,1;11,19;3,14;65,27;22,215;19,23;60,27;55,33;75,93;16,6;13,22;0,44;22,21;10,36;3,94;63,82;20,71;11,79;2,19;55,54;59,86;52,82;57,81;3,98;7,6;41,75;9,72;60,33;69,16;10,47;1,53;57,47;37,26;21,49;31,9;46,49;52,47;0;29,32;0
"mostra207";30,08;45,23;62,27;47,27;7,3;43,33;0;10,79;24,18;10,21;17,77;17,54;23,89;66,09;12,9;8,61;51,09;51,56;9,77;23,7;0,18;42,03;10,98;44,16;12,54;5,75;7,5;15,99;11,47;49,91;61,93;41,71;43,94;8,75;8,66;94,76;22,84;66,56;48,03;12,04;19,44;62,89;1,84;7,37;34,85;23,13;47,89;0;5,41;0
"mostra208";4,07;5;58,59;38,59;13,65;50,32;0;11,1;16,78;0,28;19,15;4,87;21,47;50,04;16,2;54,23;30,04;39,55;4,42;3,62;5,93;64,52;52,69;2,83;31,85;16,66;6,06;19,03;57,82;38,94;63,04;37,01;34,97;4,34;28,9;30,23;16,4;59,55;38,14;5,55;3,41;62,32;0,95;4,07;11,77;46,01;42,32;0;87,65;0
"mostra209";8,56;23,63;50,87;50,87;16,02;45,32;0;33,07;7,48;4,73;48,78;2,36;15,28;50,24;74,4;24,81;50,24;42,14;20,32;22,91;31,8;11,61;23,1;29,7;1,17;51,1;18,21;1,33;36,2;54,23;44,87;61,91;43,05;2,77;15,26;35,62;0,78;42,14;48,47;4,58;6,3;55,13;48,35;9,56;45,11;0,64;55,13;0;4,08;0
"mostra210";2,06;21,28;63,27;58,27;32,5;57,34;0;36,34;4,1;11,42;3,99;19,85;59,76;65,73;31,38;28,33;60,73;54,83;13,91;33,13;45,07;37,67;32,04;14,73;13,39;26,45;22,87;7,51;73,21;58,04;59,79;57,29;49,42;2,9;2,81;9,52;4,56;59,83;48,91;24,82;13,12;52,9;66,25;6,6;5,14;22,9;47,9;0;13,47;0
"mostra211";27,04;37,32;63,3;48,3;8,49;44,67;0;3,38;13,74;33,91;11,69;0,85;17,29;53,31;91,075;70,36;38,31;43,67;82,74;16,54;13,44;48,6;3,91;5,78;4,98;8,44;3,53;19,65;32,57;41,36;58,15;49,28;44,82;14,34;3,8;7,42;19,3;58,67;44,56;2,46;36,87;54,56;28,93;5,67;2,12;49,4;39,56;0;19,34;0
"mostra212";13,64;8,7;53,39;33,39;31,38;50,97;0;15,37;22,77;7,14;39,18;5,65;23,4;57,86;1,7;8,21;37,86;41,07;33,2;5,13;11,5;1,97;35,86;13,43;15,6;2,15;1,54;2,61;19,93;39,53;51,91;43,95;40,78;15,21;12,98;33,99;23,52;61,07;34,87;48,24;3,22;64,2;2,64;11,63;12,73;10,54;44,2;0;2,92;0
"mostra213";34,65;13,04;44,72;44,72;13,05;43;0;12,78;23,91;101,18;48,95;27,81;14,2;56,5;3,36;16,07;56,5;42,43;3,99;1,58;43,69;9,99;4,41;0,06;17,59;15,92;26,7;69,05;9,95;50,89;46,36;53,32;45,67;48,27;23,57;19,63;1,65;42,43;47,42;28,59;18,7;53,76;36,22;11,17;4,04;2,73;53,76;0;69,87;0
"mostra214";47,45;4,89;59,39;54,39;9,93;50,09;0;2,32;9,88;15,34;52,69;3,35;1,31;57,11;10,86;22,49;52,11;65,64;15,1;43,71;1,71;16,02;22,01;12,75;56,45;28,18;3,98;7,72;26,81;47,75;66,84;46,91;64,14;48,06;15,32;55,47;15,71;70,64;57,35;4,61;4,7;60,64;6,94;3,15;15,57;14,95;55,64;0;13,81;0
"mostra215";30,83;12,85;59;44;26,14;44,42;0;2,13;81,61;18,54;23,06;64,37;1,98;63,3;2,7;27,63;48,3;47,72;12,93;12,96;11,6;21,93;17,16;5,67;12,24;88,21;9,01;19,61;1,46;40,02;63,22;50,76;46,83;26,89;8,52;13,07;2,87;62,72;43,7;2,22;12,4;67,42;0,04;14,13;14,16;51,53;52,42;0;11,78;0
"mostra216";95,54;7,52;58,8;38,8;53,9;40,78;0;0,52;1,1;5,63;58,39;14,61;6,23;60,58;29,38;8,81;40,58;36,31;2,07;23,63;10,1;3,15;34,78;65,91;14,44;24,62;5,97;18,25;5,17;39,57;59,72;47,58;41,17;43,11;38,5;6,14;35,43;56,31;37,09;98,68;34,74;58,57;5,41;13,47;16,6;60,62;38,57;0;7,55;0
"mostra217";25,99;43,05;52,38;52,38;8,32;50,8;0;0,89;15,36;3,94;11,67;2,93;6,47;61,47;9,48;3,93;61,47;41,99;52,04;13,46;1,32;2,34;11,18;6,34;17,77;15,23;34,95;23,82;1,63;45,62;46,87;51,04;49,18;32,97;0,51;14,98;3;41,99;57,56;17,2;3,27;42,45;36,74;32,45;15,6;8,07;42,45;0;93,79;0
"mostra218";8,61;0,52;57,93;52,93;8,51;49,89;0;10,58;38,78;21,55;1,53;21,77;7,8;70,01;77,115;40,03;65,01;51,29;9;9,31;29,88;2,58;3,35;19,38;10,75;10,33;24,06;14,09;32,39;57,4;58,87;56,4;57,3;2,58;27,04;54,7;5,79;56,29;53,94;20,51;37,04;69,73;17,24;26,38;74,25;4,39;64,73;0;23,35;0
"mostra219";19,63;30,34;56,77;41,77;37,29;41,75;0;13,28;24,49;12,73;43,26;12,08;11,57;57,39;0,325;2,09;42,39;42,93;24,17;8,19;23,51;23,48;8,86;84,66;4,77;8,24;8,83;21,19;31,71;39,79;58,9;46,38;48,33;42,61;4,63;34,89;1,92;57,93;47,32;25,69;5,17;54,07;12,2;1,99;5,66;2,19;39,07;0;6,92;0
"mostra220";34,39;5,56;58,93;38,93;22,83;35,68;0;5,2;14,16;18,66;13,85;4,09;4,35;55,53;1,74;21,77;35,53;37,13;17,37;12,69;7,65;70,7;1,3;16,62;28,11;14,65;12,74;0,92;69,45;47,21;62,6;39,04;41,78;10,3;2,74;7,05;6,86;57,13;41,71;20,59;21,81;62,52;19,04;0,89;2,65;8,38;42,52;0;13,47;0
"mostra221";11,88;24,24;56,89;56,89;48,41;48,63;0;13,93;15,43;43,8;43,47;24,85;24,41;57,74;64,02;27,25;57,74;47,35;18,29;3,65;6,59;79,49;2,69;11,35;27,02;87,81;41,08;40,64;10,05;54,71;41,57;38,95;62,77;17,17;9,66;3,06;22,86;47,35;46,15;15,56;2,2;49,52;55,49;8,51;13,48;2,59;49,52;0;2,24;0
"mostra222";1,07;6,49;46,78;41,78;51,88;51,53;0;16,97;9,13;28,84;17,61;6,89;4,16;60,33;39,405;5,65;55,33;49,52;3,5;20,01;14,62;29,85;5,01;9,22;11,24;11,95;50,51;30,4;0,23;50,86;67,58;64,39;51,49;0,54;25,83;1,28;3,83;54,52;55,94;22,18;4,06;64;14,28;25,4;27,45;7,66;59;0;14,75;0
"mostra223";43,8;11,52;60,83;45,83;46,5;34,91;0;0,28;64,72;40,96;7,52;26,24;35;63,42;2,775;18,05;48,42;42,62;2,06;15,56;5,27;39,07;0,31;14,2;12,3;27,23;1,42;30,51;12,21;42,93;61,66;45,72;51,59;8,04;19,28;15,84;21,63;57,62;39,9;0,27;16,78;60,51;8,55;11,13;22,06;8,61;45,51;0;1,76;0
"mostra224";6,04;2,82;60,76;40,76;8,49;40,83;0;55;3,31;5,66;0,06;41,19;10,75;61,67;53,4;0,61;41,67;33,41;73,69;96,64;29,39;13,91;13,56;3,85;18,46;1,11;22,66;3,61;15,22;45,63;61,51;41,42;31,89;30,39;26,81;4,41;12,56;53,41;37,75;23,39;10,14;54,22;24,77;28,86;4,64;1,19;34,22;0;24,92;0
"mostra225";15,28;12,17;52,28;52,28;5,28;45,07;0;41,7;8,36;7,86;36,44;61,16;29,04;49,33;16,92;3,8;49,33;42,69;5;4,07;8,41;19,58;2,12;0,83;4,06;4,17;18,67;9,38;35,1;50,85;54,19;63,46;40,7;7,55;9,84;23,51;0,28;42,69;49,59;15,04;71,06;45,52;19,65;5,3;7,71;4,26;45,52;0;8,16;0
"mostra226";16,66;27,56;59,54;54,54;8,34;51,16;0;26,74;32,29;20,56;10,84;3,33;45,63;69,33;9,225;17,47;64,33;55,19;32,37;26,54;15,57;19,64;29,37;23,91;15,48;32,93;48,18;34,16;19,12;60,1;52,26;54,98;56,21;16,87;2,13;32,61;9,48;60,19;56,14;8,77;21,73;65,83;18,77;0,62;17,45;7,27;60,83;0;32,32;0
"mostra227";9,54;11,31;62,19;47,19;21,3;46,74;0;34,55;0,57;47,19;17,51;10,24;28,74;59,7;199;13,52;44,7;41,06;15,14;10,74;4,57;36,38;8,23;57,69;2,1;9,62;6,16;10,25;35,74;43,8;65,48;44,62;44,52;15,1;1,66;55,74;15,13;56,06;38,43;39,09;42,5;62,66;9,38;18,62;47,89;0,16;47,66;0;21,74;0
"mostra228";34,61;3,31;68,56;48,56;5,13;36,74;0;10,11;1,69;60,26;11,51;43,97;29,58;62,06;6,94;14,38;42,06;39,09;5,28;63,17;21,3;12,2;44,56;32,95;37,98;7,57;59,41;17,79;39,82;44,17;60,53;31,24;41,1;17,12;0,22;13,93;15,31;59,09;42,57;4,57;37,08;59,36;52,14;8,38;63,87;10,02;39,36;0;1,01;0
"mostra229";11,02;12,33;44,32;44,32;15,58;50,42;0;12,97;2,69;14,54;1,53;99,97;98,81;41,22;128,52;2,38;41,22;53,44;48,54;6,96;2,02;18,79;81,05;12,93;4,24;21,94;51,54;4,6;18,18;44,68;50,77;47,59;55,66;20,5;12,93;4,46;26,55;53,44;53,94;1,17;0,09;39,65;6,97;8,63;15,41;1,86;39,65;0;31,55;0
"mostra230";14,11;13,58;62,15;57,15;7,13;61,5;0;20,71;16,67;23,73;0;25,8;11,45;53,25;14,7;1,47;48,25;56,55;3,66;26,6;5,95;10,28;3,65;15,57;17,72;26,94;35,55;33,4;27,82;57,69;62,92;53,61;53,24;2,26;3,54;40,31;21,7;61,55;48,69;18,56;58,01;61,79;13,04;8,73;31,84;16,91;56,79;0;9,64;0
"mostra231";0,87;15,66;64,42;49,42;11,01;48,81;0;2,94;82,88;22,32;6,94;4,56;20,85;63,16;31,45;20,26;48,16;42,03;25,93;20,29;4,87;19,99;69,29;0,72;83,36;64,52;14,91;11,33;24,34;47,42;62,18;55,81;45,98;15,05;20,99;8,02;17,27;57,03;42,53;11,51;6,35;62,93;71,92;15,25;37,59;2,97;47,93;0;4,71;0
"mostra232";9,64;44,73;58,37;38,37;3,72;47,26;0;10,65;0,72;61,95;7,24;22,54;29,59;59,83;31,22;58,84;39,83;42,09;10,32;29,27;6,63;28,78;11,73;5,85;45,34;29,01;23,41;14,59;36,66;38,56;56,8;35,91;41,55;12,31;27,59;3,92;3,67;62,09;38,33;5,46;52,83;50,29;27,66;24,32;31,63;5,71;30,29;0;6,23;0
"mostra233";115,11;19,46;47,82;47,82;34,41;43,4;0;6,83;51,72;7,88;20,75;29,43;1,66;48,06;23,94;19,56;48,06;60,5;31,83;37,27;49,75;9,95;58,32;26,26;15,78;9,75;0,43;3,39;13,26;43,06;44,31;61,87;47,36;51,96;16,91;80,31;14,88;60,5;44,71;21,82;44,34;50,75;0,66;17,3;36,69;15,76;50,75;0;6,95;0
"mostra234";0,62;68,96;62,68;57,68;7,91;62,9;0;22,9;1,35;6,85;9,12;18,93;28,68;60,1;48,795;35,83;55,1;57,18;47,25;4,51;8,59;17,19;15,48;18,5;10,92;24,44;20,86;6,21;45,4;58,85;60,62;57,37;56,86;59,69;47,94;7,49;26,83;62,18;56,43;2,31;81;56,96;0,43;11,99;13,58;3,82;51,96;0;42,1;0
"mostra235";17,87;12,34;49,74;34,74;6,25;38,56;0;0,43;27,7;28,59;30,88;61,78;27,32;66,68;53,875;32,73;51,68;53,25;7,47;42,86;2,48;3,33;26,63;5,11;16,88;27,62;8,18;12,6;13,94;43,39;58,37;46,38;57,44;7,15;31,83;18,38;13,42;68,25;53,76;1,8;0,26;58,49;3,84;10,67;47,73;57,08;43,49;0;8,85;0
"mostra236";39;10,67;61,87;41,87;18,11;35,97;0;15,65;54,13;2,76;1,57;13,68;15,22;47,67;1,08;11,53;27,67;41,62;7,91;8,54;18,92;0,42;9,88;76,58;58,47;7,87;11,9;9,23;32,29;41,87;55,75;40,28;32,89;2,9;8,16;23,42;4,15;61,62;39,47;46,5;34,03;65,91;19,06;0,93;4,26;10,49;45,91;0;44,7;0
"mostra237";17,49;11,41;51,73;51,73;28,25;50,81;0;48,16;68,39;24,09;8,87;9,35;17,5;50,45;112,32;11,93;50,45;43,56;21,84;11,4;50,71;50,77;16,16;13,75;1,12;34,79;103,38;17,98;23,01;60,43;56,27;51,87;58,33;34,21;10,76;60,39;35,54;43,56;58,28;40,18;31,83;49,6;51,84;9,32;5,58;62,02;49,6;0;5,86;0
"mostra238";92,72;11,01;57,22;52,22;10,9;54,22;0;6,48;81,35;9,59;8,41;20,29;14,98;66,25;29,55;8,5;61,25;52,71;39,11;26,62;1,63;10,1;34,47;2,89;9,19;46,85;3,69;21,76;4,12;55,6;61,08;53,6;56,22;37,65;15,44;49,57;65,55;57,71;63,75;0,28;55,27;58,99;34,79;62,22;17,95;17;53,99;0;5,28;0
"mostra239";26,15;18,39;51,82;36,82;61,75;52,41;0;20,07;28,79;31,38;33,77;52,18;16,62;60,04;9,725;19,29;45,04;44,73;38,67;28,93;36,26;15,13;10,48;12,87;6,89;13,83;2,07;9,33;12,45;34,61;65,74;44,21;47,16;7,59;54,08;14,33;3,2;59,73;45,28;6,83;12,31;60,4;27,05;36,46;35,1;24,08;45,4;0;23,79;0
"mostra240";27,09;22,13;58,86;38,86;53,48;41,86;0;26,24;29,82;8,2;35,76;11,61;12,86;72,86;16,48;2,97;52,86;36,09;29,3;4,53;1;11,19;43,16;9,14;20,69;15,83;36,01;4,04;5,88;42,02;54,88;41,5;44,78;63;0;7,05;18,27;56,09;36,35;20,33;1,64;69,3;9,45;35,06;57,06;2,83;49,3;0;9,75;0
"mostra241";16,41;3,68;54,67;64,67;21,43;60,27;0;1,83;8,77;1,54;27,66;10,13;7,21;50,3;14,62;22,11;60,3;59,04;3,02;5,13;40,08;14,7;1,4;23,65;22,528;174,262;43,93;7,77;15,11;61,57;43,96;50,02;51,86;8,02;7,32;13,39;11,396;49,04;68,27;41,34;6,2;46,27;121,946;10,29;10,99;21,44;56,27;0;4,54;0
"mostra242";8,68;65,45;62,99;72,99;10,05;63,58;0;1,43;3,01;23,62;11,91;3,18;19,26;53,48;47,36;10,36;63,48;63,11;18,08;22,34;3,76;7,32;12,28;0,08;13,39;8,645;15,27;1,29;23,01;72,3;60,51;64,51;64,8;38,43;32,56;7,46;26,676;53,11;66,28;1,45;47,55;49,72;36,816;5,4;27,16;29,04;59,72;0;34,69;0
"mostra243";3,53;9,1;38,82;56,82;19,06;55,97;0;19,77;51,23;28,11;46,8;10,7;12,77;42,1;26,27;0,9;60,1;49,34;24,26;4,79;8,26;12,96;20,76;7,5;24,225;0,95;27,72;15,82;51,95;56,71;48,28;71,06;48,63;15,55;18,46;28,44;31,35;31,34;63,17;22,91;5,29;47,17;37,316;8,28;8,88;37,41;65,17;0;6,97;0
"mostra244";11,57;12,18;41,81;61,81;3,81;59,63;0;4,53;9,03;55,93;23,35;21,05;15,1;41,46;45,28;17,77;61,46;62,09;19,09;12,56;22,7;63,8;28,95;8,32;81,472;48,768;29,54;21,81;11,93;59,96;39,73;63,93;59,04;126,71;1,41;17,83;19,776;42,09;58,92;62,21;1,05;38,89;57,6;11,97;27,53;4,26;58,89;0;30,58;0
"mostra245";9,63;69,17;59,57;69,57;16,69;63,83;0;16,63;8,65;27,15;43,65;10,3;21,32;52,07;0,4;36,87;62,07;56,09;1,56;1,25;9,38;4,26;13,28;2,02;58,938;13,464;1,09;19,36;89,99;63,06;51,39;56,69;60,65;15,46;24,95;2,78;10,758;46,09;50,19;30,04;14,51;56,03;18,084;91,81;3,37;14,91;66,03;0;5,76;0
"mostra246";15,69;0,42;38,02;48,02;3,23;60,23;0;60,2;1,96;113,47;9,21;36,97;44,92;64,13;15,56;10,53;74,13;65,49;14,13;4,43;2,86;70,73;53,35;18,25;19,24;2,34;41,32;17,14;0,41;70,22;52,62;65,52;60,68;184,82;21,59;38,06;20,059;55,49;60,51;21,66;20,13;50,81;2,34;27,91;4,94;9,62;60,81;0;31,98;0
"mostra247";5,74;5,56;46,87;64,87;7,82;68,06;0;2,96;55,84;58,44;40,73;19,68;9,97;40,23;6,36;3,36;58,23;62,5;5,05;10,9;17,33;25,49;11,94;7,36;77,52;16,986;4,53;37,5;4;65,72;57,74;60,69;60,87;5,03;9,48;2,94;58,102;44,5;58,81;12,55;19,09;51,52;23,351;17,07;31,25;8,28;69,52;0;1,37;0
"mostra248";3,04;42,83;47,06;67,06;12,57;58,99;0;0,21;18,34;33,97;30,18;3,35;1,19;44,49;44,6;5,04;64,49;58;25,06;1,36;13,31;49,04;5,89;24,84;4;50;4,24;19,4;27,52;63,4;41,28;63,47;64,8;4,62;28,91;27,8;69,04;38;62,45;45,42;6,65;31,14;42,608;41,03;5,67;1,48;51,14;0;4,12;0
"mostra249";9,23;2,08;49,97;59,97;6,02;61,5;0;1,59;10,96;28,99;20,22;4,65;27,67;44,51;43,94;4,52;54,51;70,29;6,17;1,57;72,02;17,77;9;40,56;10,12;34,452;29,94;1,99;1,74;51,54;55,42;64,4;57,87;0,37;23,66;4,85;32,12;60,29;63,78;39,46;45,43;41,56;50,996;27,13;39,57;61,98;51,56;0;15,42;0
"mostra250";96,63;11,56;51,09;61,09;22,32;64,88;0;31,03;38,65;7,66;0,85;37,66;11,5;58,35;2,67;7,52;68,35;73,19;4,74;5,97;39,45;11,53;12,61;8,9;21,931;58,344;17,44;4,84;4,94;56,7;51,45;71,04;63,99;4,61;20,65;4,03;30,498;63,19;72,92;9,01;8,13;54,94;47,983;13,5;8,7;56,11;64,94;0;4,95;0
"mostra251";12,32;16,09;44,47;62,47;15,9;62,7;0;16,09;4,54;5,2;4,86;1,38;31,3;44,1;59,82;27,02;62,1;67,88;7,06;32,78;14,03;16,52;6,72;15,61;4,693;12,198;48,92;4,29;5,81;60,33;44,83;55,12;55,56;13,47;23,06;14,53;14,231;49,88;62,41;2,33;15,66;41,74;2,185;108,05;13,89;1,77;59,74;0;3,74;0
"mostra252";4,25;4,52;46,84;66,84;0,34;64,77;0;1,5;26,91;49,06;12,23;27,35;56,11;37,41;6,37;17,59;57,41;67,47;10,5;20,04;17,06;42,32;73,57;14,06;2,816;19,216;7,08;44,85;17,24;62,85;48,53;56,84;57,35;27,81;13,6;4,73;142,704;47,47;60,3;0,53;28,75;41,44;44,72;18,7;7,54;6,31;61,44;0;22,22;0
"mostra253";21,37;21,84;49,24;59,24;7,25;56,91;0;77,48;38,07;14,47;32,06;33,98;1,61;53,56;1,83;48,79;63,56;63,75;3,44;8,34;58,74;19,32;5,25;21,28;79,838;169,18;1,45;1,4;7,4;63,92;38,27;61,71;62,03;32,02;33,08;48;46,266;53,75;60,07;1,01;17,72;52,1;5,72;8,31;10,52;80,75;62,1;0;15,18;0
"mostra254";8,34;0,58;60,51;70,51;35,45;64,32;0;2,19;28,78;10,16;15,43;4,95;13,46;59,74;0,46;75,37;69,74;60,62;6,09;4,76;9,65;25,31;48,71;21,27;12,558;11,856;15,27;19,73;78,42;67,12;52,49;65,47;66,31;12,29;20,08;30,13;6,24;50,62;71,96;12,47;75,63;60,19;23,543;8,65;30,13;7,98;70,19;0;53,58;0
"mostra255";20,79;0,53;45,83;63,83;6,63;63,5;0;40,16;8,04;10,97;7,76;2,88;0,33;50,05;25,53;20,79;68,05;65,07;16,05;22,76;17,57;39,8;14,03;6,98;28,443;33,744;0,71;6,02;27,64;57,31;41,65;65,48;65,94;31,99;26,21;8,85;46,55;47,07;59,29;9,38;48,45;44,92;9,215;14,94;3,73;6,73;62,92;0;22,52;0
"mostra256";23,31;14,92;37,96;57,96;20,33;54,59;0;6,08;8,92;6,23;8,42;11,92;12,45;42,77;91,19;7,63;62,77;51,96;2,13;49,64;10,14;0,89;27,02;2,16;31,728;41,888;32,3;13,47;9,3;67,51;45,01;56,14;54,84;1,84;22,52;16,18;2,032;31,96;60,29;12,89;5,52;36,79;9,28;7,54;30,68;2,04;56,79;0;23,34;0
"mostra257";19,99;8,77;47,45;57,45;12,1;62,76;0;72;17,76;7,77;13,21;49,86;22,01;53,59;78,2;9,46;63,59;69,12;2,84;14;44,29;14,73;94,86;25,6;79,684;102,476;43,62;14,03;57,28;60,06;52,15;60,61;58,66;3,82;23,58;5,68;58,3;59,12;64,73;3,04;11,98;51,17;3,784;3,82;22,05;28,75;61,17;0;0,27;0
"mostra258";12,73;0,82;57,64;67,64;36,88;65,34;0;2,79;8,41;21,51;2,07;26,23;8,83;65,25;2,11;62,46;75,25;65,61;2,88;3,99;16,69;30,06;5,27;29,53;19,474;171,834;4,67;5,87;1;57,9;46,85;61,24;57,41;25,47;19,44;20,2;25,688;55,61;55,94;1,59;2,94;53,18;13,975;3,99;9,78;6,9;63,18;0;3,26;0
"mostra259";16,55;3,97;48,29;66,29;0,42;61,25;0;52,71;93,49;29,13;3,23;21,21;0,89;45,12;61,41;15,5;63,12;67,56;5,43;11,67;0,25;23,85;67,81;15,99;5,035;64,714;25,85;68,49;5,51;54,16;44,96;62,44;60,79;12,27;38,58;4,3;15,2;49,56;60,96;1,5;5,45;42,16;15,219;7,95;8,33;20,15;60,16;0;2,73;0
"mostra260";0,07;8,25;43,81;63,81;7,77;61,25;0;16,37;11,96;19,33;34,8;17,69;3,07;39,56;39,35;7,81;59,56;57,92;20,02;11,08;23,19;10,65;29,84;9,2;5,472;72,512;40,73;8,25;57,26;60,65;37,52;71,79;63,86;17,1;2,53;28,88;23,76;37,92;69,19;11;15,2;35,38;25,424;17,26;8,2;27,43;55,38;0;4,19;0
"mostra261";14,46;0,7;57,17;67,17;0,58;61,94;0;6,91;23,61;49,93;4,37;7,23;6;51,26;8,8;16,43;61,26;60,4;53,67;5,1;2,79;24,25;6,97;29,8;2,42;26,136;19,76;13,53;73,14;59,09;52,53;56,9;53,1;1,94;20,04;11,64;46,156;50,4;59,51;9,04;20,97;65,98;37,4;4,02;9,79;5,32;75,98;0;0,99;0
"mostra262";11,87;14,62;58,95;68,95;1,5;67,23;0;7,4;57,43;20,7;11,46;0,93;14,45;51,74;19,82;5,63;61,74;71,81;20,79;0,83;2,21;10,95;29,39;25,51;19,773;6,877;1,12;2,1;5,34;57,68;49,16;66,97;68,59;11,92;14;13,54;8,944;61,81;63,92;46,71;42,87;50,64;13,065;32,84;7,08;3,61;60,64;0;14,7;0
"mostra263";36,09;42,11;45,57;63,57;21,62;68,18;0;3,45;0,94;15,08;60,95;12,15;23,83;41,75;29,06;38,08;59,75;72,92;9,53;33;0,19;40,37;47,51;11,16;78,033;125,989;17,61;8,4;0,18;59,43;53,89;61,98;67,51;8,64;1,67;2,23;5,51;54,92;61,11;22,19;6,9;39,36;33,744;10,63;2,52;152,38;57,36;0;11,72;0
"mostra264";2,42;73,36;36,74;56,74;89,36;65,11;0;8,33;1,17;25,42;6,06;4,01;32;34,32;3,99;4,05;54,32;62,11;0,85;7,08;25,69;0,46;5,5;25,67;5,792;9,856;19,57;8,34;6,99;56,49;41,78;59,04;62,33;5,7;12;23,73;34,88;42,11;61,94;8,33;0,85;36,1;9,808;14,93;6,62;4,26;56,1;0;23,36;0
"mostra265";20,32;22,04;43,57;53,57;2,34;64,22;0;8,97;15,28;8,17;8,53;25,93;43,18;56,79;12,43;5,3;66,79;56,84;1,69;6,62;22,76;0,33;7,03;5,73;43,714;26,268;1,02;26;26,99;65,53;47,13;61;60,18;22,16;15,6;26,28;156,134;46,84;46,3;13,89;1,85;36,35;25,432;10,23;4,68;11,63;46,35;0;11,16;0
"mostra266";19,65;4,68;57,29;67,29;0,88;69,53;0;4,36;6,57;32,39;4,71;63,89;8,71;59,04;7,18;10,83;69,04;63,83;10,98;14,03;6,42;2,96;87,64;1,52;8,619;32,097;3,96;5,92;0,34;65,35;44,1;59,54;66,23;3,16;44,62;19,84;116,337;53,83;67,75;34,49;0,43;41,48;11,388;23,19;25,24;18,59;51,48;0;2,32;0
"mostra267";7,85;7,92;52,93;70,93;72,5;70,12;0;0,27;18,06;4,66;28,67;3,33;21,84;42,48;9,6;4,41;60,48;68,85;8,2;135,38;31,05;0,69;22,5;0,12;7,486;52,725;79,27;6,86;57,37;57,15;39,31;66,18;65,34;2,95;31,72;5,88;47,443;50,85;69,64;0,86;2,5;35,76;39,52;6,83;27,15;3,2;53,76;0;25,16;0
"mostra268";41,46;0,19;32,63;52,63;25,04;65,31;0;13,15;34,49;29,98;4,34;20,32;33,98;38,65;10,26;14,83;58,65;59,24;1,38;12,23;29,39;6,56;11,69;6,7;10,208;13,392;7,75;7,73;75,87;70,77;34,33;60,03;53,87;5,44;4,7;21,64;9,216;39,24;58,6;35,06;8,05;42,22;60,912;23,06;4,53;0,48;62,22;0;15,73;0
"mostra269";10,41;12,95;51,54;61,54;78,02;57,8;0;2,15;11,5;10,35;3,3;49,5;4,1;52,02;8,42;17,63;62,02;52,43;6,97;9,33;8,29;17,25;13,87;15,14;11,506;87,164;6,16;29,22;14,8;67,4;47,27;58,82;53,23;59,9;31,35;2,14;7,392;42,43;62,1;24,58;2,32;45,8;0,726;23,78;7,29;0,44;55,8;0;16,04;0
"mostra270";36,86;20,49;57,69;67,69;1,57;66,64;0;106,62;22,56;2,22;18,85;8,03;43,6;59,93;48,62;29,37;69,93;59,73;28;19,51;5,59;46,73;1,01;15,69;7,319;4,095;40,25;33,94;12,68;65,28;48,3;57,71;71,01;10,32;21,7;11,83;16,211;49,73;67,41;6,9;18,11;57,47;12,961;25,69;10,58;32,64;67,47;0;20,07;0
